"participant_id","condition","phase","trialnum","blocknum","dot_difference","rt","response","target_left","correct","confidence"
"65b7b0e4e6fa7d632205b4b6",1,"Test",37,2,29,"604","w","true",1,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",38,2,26,"692","w","false",0,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",39,2,29,"614","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",40,2,29,"807","e","false",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",41,2,26,"822","e","false",1,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",42,2,26,"527","w","true",1,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",43,2,23,"747","w","true",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",44,2,23,"960","e","false",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",45,2,21,"751","e","false",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",46,2,21,"528","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",47,2,19,"687","w","true",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",48,2,19,"480","w","false",0,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",49,2,21,"708","e","false",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",50,2,21,"401","w","true",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",51,2,19,"448","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",52,2,19,"455","w","false",0,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",53,2,21,"536","e","false",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",54,2,21,"361","w","true",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",55,2,19,"372","w","false",0,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",56,2,21,"642","w","true",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",57,2,21,"517","e","false",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",58,2,19,"508","w","true",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",59,2,19,"799","w","false",0,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",60,2,21,"266","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",61,2,21,"631","w","false",0,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",62,2,23,"447","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",63,2,23,"564","w","true",1,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",64,2,21,"714","w","false",0,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",65,2,23,"588","w","false",0,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",66,2,26,"597","w","true",1,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",67,2,26,"436","w","true",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",68,2,23,"763","w","false",0,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",69,3,26,"642","e","false",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",70,3,26,"288","w","true",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",71,3,23,"535","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",72,3,23,"440","w","false",0,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",73,3,26,"319","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",74,3,26,"683","e","false",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",75,3,23,"774","e","true",0,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",76,3,26,"1018","w","false",0,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",77,3,29,"421","e","true",0,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",78,3,32,"500","e","false",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",79,3,32,"487","e","false",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",80,3,29,"386","w","true",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",81,3,29,"447","e","false",1,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",82,3,26,"447","w","true",1,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",83,3,26,"512","e","false",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",84,3,23,"361","w","true",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",85,3,23,"545","w","false",0,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",86,3,26,"727","w","true",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",87,3,26,"437","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",88,3,23,"539","w","false",0,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",89,3,26,"238","e","false",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",90,3,26,"450","w","true",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",91,3,23,"614","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",92,3,23,"600","w","false",0,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",93,3,26,"382","e","true",0,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",94,3,29,"465","w","false",0,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",95,3,32,"662","e","false",1,1
"65b7b0e4e6fa7d632205b4b6",1,"Test",96,3,32,"281","w","true",1,3
"65b7b0e4e6fa7d632205b4b6",1,"Test",97,3,29,"249","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",98,3,29,"870","e","false",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",99,3,26,"401","e","false",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",100,3,26,"222","w","true",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",101,3,23,"153","w","true",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",102,3,23,"414","e","false",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",103,3,21,"465","w","true",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",104,3,21,"478","e","false",1,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",105,3,19,"409","w","false",0,4
"65b7b0e4e6fa7d632205b4b6",1,"Test",106,3,21,"226","w","true",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",107,3,21,"334","e","false",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",108,3,19,"413","w","true",1,2
"65b7b0e4e6fa7d632205b4b6",1,"Test",109,3,19,"294","e","false",1,5
"65b7b0e4e6fa7d632205b4b6",1,"Test",110,3,17,"394","e","true",0,3
"6617d376619a2b4541498f2c",0,"Test",27,2,26,"504","w","true",1,4
"6617d376619a2b4541498f2c",0,"Test",28,2,23,"646","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",29,2,23,"402","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",30,2,21,"423","w","true",1,4
"6617d376619a2b4541498f2c",0,"Test",31,2,21,"766","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",32,2,19,"423","e","true",0,4
"6617d376619a2b4541498f2c",0,"Test",33,2,21,"590","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",34,2,21,"350","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",35,2,19,"781","e","true",0,3
"6617d376619a2b4541498f2c",0,"Test",36,2,21,"680","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",37,2,21,"529","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",38,2,19,"1175","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",39,2,19,"684","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",40,2,17,"428","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",41,2,17,"556","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",42,2,19,"448","e","true",0,3
"6617d376619a2b4541498f2c",0,"Test",43,2,21,"449","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",44,2,21,"428","e","true",0,3
"6617d376619a2b4541498f2c",0,"Test",45,2,23,"1592","e","true",0,4
"6617d376619a2b4541498f2c",0,"Test",46,2,26,"762","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",47,2,26,"791","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",48,2,23,"669","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",49,2,23,"498","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",50,2,21,"640","e","true",0,4
"6617d376619a2b4541498f2c",0,"Test",51,2,23,"303","w","true",1,5
"6617d376619a2b4541498f2c",0,"Test",52,2,23,"633","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",53,2,21,"558","e","true",0,4
"6617d376619a2b4541498f2c",0,"Test",54,2,23,"432","w","false",0,4
"6617d376619a2b4541498f2c",0,"Test",55,2,26,"686","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",56,2,26,"635","w","true",1,4
"6617d376619a2b4541498f2c",0,"Test",57,2,23,"623","w","true",1,4
"6617d376619a2b4541498f2c",0,"Test",58,2,23,"589","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",59,2,21,"566","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",60,2,21,"562","e","true",0,4
"6617d376619a2b4541498f2c",0,"Test",61,2,23,"628","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",62,2,23,"668","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",63,2,21,"1709","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",64,2,21,"1758","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",65,2,23,"1366","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",66,2,23,"1082","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",67,2,21,"1385","e","true",0,3
"6617d376619a2b4541498f2c",0,"Test",68,2,23,"2993","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",69,3,26,"587","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",70,3,29,"516","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",71,3,29,"509","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",72,3,26,"725","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",73,3,26,"472","e","true",0,3
"6617d376619a2b4541498f2c",0,"Test",74,3,29,"540","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",75,3,32,"623","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",76,3,32,"641","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",77,3,29,"399","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",78,3,29,"549","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",79,3,26,"539","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",80,3,26,"861","e","true",0,3
"6617d376619a2b4541498f2c",0,"Test",81,3,29,"673","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",82,3,32,"1129","e","true",0,4
"6617d376619a2b4541498f2c",0,"Test",83,3,35,"543","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",84,3,38,"726","e","true",0,3
"6617d376619a2b4541498f2c",0,"Test",85,3,43,"727","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",86,3,43,"464","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",87,3,38,"376","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",88,3,43,"523","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",89,3,43,"513","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",90,3,38,"293","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",91,3,38,"519","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",92,3,43,"371","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",93,3,43,"578","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",94,3,38,"320","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",95,3,38,"255","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",96,3,35,"566","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",97,3,35,"572","w","true",1,4
"6617d376619a2b4541498f2c",0,"Test",98,3,32,"324","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",99,3,32,"404","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",100,3,29,"398","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",101,3,29,"438","e","false",1,4
"6617d376619a2b4541498f2c",0,"Test",102,3,26,"546","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",103,3,26,"17625","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",104,3,29,"753","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",105,3,29,"1154","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",106,3,26,"455","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",107,3,26,"330","e","false",1,3
"6617d376619a2b4541498f2c",0,"Test",108,3,23,"473","w","true",1,3
"6617d376619a2b4541498f2c",0,"Test",109,3,23,"555","w","false",0,3
"6617d376619a2b4541498f2c",0,"Test",110,3,26,"357","w","true",1,3
"65957236b312488ff83e9ad8",1,"Test",27,2,57,"430","e","false",1,2
"65957236b312488ff83e9ad8",1,"Test",28,2,57,"557","w","true",1,4
"65957236b312488ff83e9ad8",1,"Test",29,2,52,"490","e","false",1,3
"65957236b312488ff83e9ad8",1,"Test",30,2,52,"1366","e","true",0,2
"65957236b312488ff83e9ad8",1,"Test",31,2,57,"503","e","false",1,2
"65957236b312488ff83e9ad8",1,"Test",32,2,57,"792","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",33,2,52,"887","e","false",1,5
"65957236b312488ff83e9ad8",1,"Test",34,2,52,"1151","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",35,2,47,"953","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",36,2,47,"519","e","false",1,3
"65957236b312488ff83e9ad8",1,"Test",37,2,43,"656","w","true",1,3
"65957236b312488ff83e9ad8",1,"Test",38,2,43,"744","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",39,2,38,"1837","e","true",0,3
"65957236b312488ff83e9ad8",1,"Test",40,2,43,"59","w","false",0,2
"65957236b312488ff83e9ad8",1,"Test",41,2,47,"440","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",42,2,47,"567","w","true",1,4
"65957236b312488ff83e9ad8",1,"Test",43,2,43,"754","w","false",0,2
"65957236b312488ff83e9ad8",1,"Test",44,2,47,"487","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",45,2,47,"710","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",46,2,43,"543","e","false",1,3
"65957236b312488ff83e9ad8",1,"Test",47,2,43,"455","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",48,2,38,"1068","w","false",0,2
"65957236b312488ff83e9ad8",1,"Test",49,2,43,"495","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",50,2,43,"551","e","false",1,2
"65957236b312488ff83e9ad8",1,"Test",51,2,38,"304","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",52,2,38,"559","e","false",1,2
"65957236b312488ff83e9ad8",1,"Test",53,2,35,"281","w","false",0,2
"65957236b312488ff83e9ad8",1,"Test",54,2,38,"406","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",55,2,38,"437","e","false",1,2
"65957236b312488ff83e9ad8",1,"Test",56,2,35,"412","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",57,2,35,"621","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",58,2,32,"451","w","true",1,3
"65957236b312488ff83e9ad8",1,"Test",59,2,32,"110","e","true",0,2
"65957236b312488ff83e9ad8",1,"Test",60,2,35,"1334","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",61,2,35,"499","e","true",0,4
"65957236b312488ff83e9ad8",1,"Test",62,2,38,"457","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",63,2,38,"507","e","false",1,6
"65957236b312488ff83e9ad8",1,"Test",64,2,35,"680","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",65,2,35,"635","e","false",1,3
"65957236b312488ff83e9ad8",1,"Test",66,2,32,"486","w","true",1,3
"65957236b312488ff83e9ad8",1,"Test",67,2,32,"574","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",68,2,29,"445","e","false",1,3
"65957236b312488ff83e9ad8",1,"Test",69,3,29,"895","w","false",0,3
"65957236b312488ff83e9ad8",1,"Test",70,3,32,"519","e","true",0,3
"65957236b312488ff83e9ad8",1,"Test",71,3,35,"73","w","false",0,3
"65957236b312488ff83e9ad8",1,"Test",72,3,38,"95","e","true",0,2
"65957236b312488ff83e9ad8",1,"Test",73,3,43,"72","w","true",1,3
"65957236b312488ff83e9ad8",1,"Test",74,3,43,"413","e","false",1,3
"65957236b312488ff83e9ad8",1,"Test",75,3,38,"648","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",76,3,38,"99","e","false",1,3
"65957236b312488ff83e9ad8",1,"Test",77,3,35,"148","w","false",0,2
"65957236b312488ff83e9ad8",1,"Test",78,3,38,"43","e","true",0,3
"65957236b312488ff83e9ad8",1,"Test",79,3,43,"591","w","false",0,3
"65957236b312488ff83e9ad8",1,"Test",80,3,47,"1600","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",81,3,47,"526","e","false",1,2
"65957236b312488ff83e9ad8",1,"Test",82,3,43,"553","w","true",1,3
"65957236b312488ff83e9ad8",1,"Test",83,3,43,"1947","w","false",0,2
"65957236b312488ff83e9ad8",1,"Test",84,3,47,"237","e","true",0,2
"65957236b312488ff83e9ad8",1,"Test",85,3,52,"32","w","false",0,2
"65957236b312488ff83e9ad8",1,"Test",86,3,57,"619","w","true",1,2
"65957236b312488ff83e9ad8",1,"Test",87,3,57,"598","w","true",1,4
"65957236b312488ff83e9ad8",1,"Test",88,3,52,"525","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",89,3,52,"443","w","true",1,3
"65957236b312488ff83e9ad8",1,"Test",90,3,47,"433","e","false",1,6
"65957236b312488ff83e9ad8",1,"Test",91,3,47,"573","e","false",1,5
"65957236b312488ff83e9ad8",1,"Test",92,3,43,"444","w","true",1,4
"65957236b312488ff83e9ad8",1,"Test",93,3,43,"465","w","true",1,4
"65957236b312488ff83e9ad8",1,"Test",94,3,38,"465","e","false",1,5
"65957236b312488ff83e9ad8",1,"Test",95,3,38,"454","e","false",1,6
"65957236b312488ff83e9ad8",1,"Test",96,3,35,"599","w","true",1,3
"65957236b312488ff83e9ad8",1,"Test",97,3,35,"770","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",98,3,32,"390","w","true",1,5
"65957236b312488ff83e9ad8",1,"Test",99,3,32,"578","e","true",0,5
"65957236b312488ff83e9ad8",1,"Test",100,3,35,"437","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",101,3,35,"418","e","false",1,5
"65957236b312488ff83e9ad8",1,"Test",102,3,32,"440","e","true",0,5
"65957236b312488ff83e9ad8",1,"Test",103,3,35,"490","e","true",0,5
"65957236b312488ff83e9ad8",1,"Test",104,3,38,"424","e","false",1,5
"65957236b312488ff83e9ad8",1,"Test",105,3,38,"434","w","true",1,4
"65957236b312488ff83e9ad8",1,"Test",106,3,35,"480","e","false",1,5
"65957236b312488ff83e9ad8",1,"Test",107,3,35,"441","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",108,3,32,"689","w","true",1,5
"65957236b312488ff83e9ad8",1,"Test",109,3,32,"429","e","false",1,4
"65957236b312488ff83e9ad8",1,"Test",110,3,29,"85","e","true",0,3
"67eb09d69af29d8b61649c0d",1,"Test",27,2,52,"422","w","false",0,6
"67eb09d69af29d8b61649c0d",1,"Test",28,2,57,"269","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",29,2,57,"425","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",30,2,52,"563","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",31,2,52,"19","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",32,2,47,"239","e","false",1,5
"67eb09d69af29d8b61649c0d",1,"Test",33,2,47,"266","e","true",0,6
"67eb09d69af29d8b61649c0d",1,"Test",34,2,52,"519","w","false",0,6
"67eb09d69af29d8b61649c0d",1,"Test",35,2,57,"1047","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",36,2,57,"1575","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",37,2,52,"428","e","true",0,5
"67eb09d69af29d8b61649c0d",1,"Test",38,2,57,"357","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",39,2,57,"47","w","false",0,6
"67eb09d69af29d8b61649c0d",1,"Test",40,2,63,"457","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",41,2,63,"342","w","false",0,6
"67eb09d69af29d8b61649c0d",1,"Test",42,2,70,"437","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",43,2,70,"471","e","true",0,5
"67eb09d69af29d8b61649c0d",1,"Test",44,2,77,"250","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",45,2,77,"611","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",46,2,70,"301","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",47,2,70,"271","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",48,2,63,"240","e","true",0,5
"67eb09d69af29d8b61649c0d",1,"Test",49,2,70,"104","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",50,2,70,"319","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",51,2,63,"535","w","false",0,6
"67eb09d69af29d8b61649c0d",1,"Test",52,2,70,"190","e","true",0,5
"67eb09d69af29d8b61649c0d",1,"Test",53,2,77,"728","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",54,2,86,"298","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",55,2,86,"232","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",56,2,77,"546","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",57,2,77,"208","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",58,2,70,"220","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",59,2,70,"206","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",60,2,63,"219","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",61,2,63,"182","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",62,2,57,"327","e","false",1,5
"67eb09d69af29d8b61649c0d",1,"Test",63,2,57,"448","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",64,2,52,"209","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",65,2,52,"185","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",66,2,47,"157","w","false",0,6
"67eb09d69af29d8b61649c0d",1,"Test",67,2,52,"579","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",68,2,57,"775","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",69,3,57,"253","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",70,3,52,"203","e","false",1,5
"67eb09d69af29d8b61649c0d",1,"Test",71,3,52,"566","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",72,3,57,"605","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",73,3,57,"184","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",74,3,52,"229","e","false",1,5
"67eb09d69af29d8b61649c0d",1,"Test",75,3,52,"197","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",76,3,47,"616","e","false",1,5
"67eb09d69af29d8b61649c0d",1,"Test",77,3,47,"136","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",78,3,43,"225","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",79,3,47,"721","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",80,3,52,"2052","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",81,3,52,"614","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",82,3,47,"415","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",83,3,47,"157","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",84,3,43,"217","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",85,3,47,"195","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",86,3,47,"214","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",87,3,52,"355","e","false",1,5
"67eb09d69af29d8b61649c0d",1,"Test",88,3,52,"193","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",89,3,47,"300","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",90,3,47,"210","e","false",1,5
"67eb09d69af29d8b61649c0d",1,"Test",91,3,43,"488","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",92,3,43,"260","e","false",1,5
"67eb09d69af29d8b61649c0d",1,"Test",93,3,38,"203","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",94,3,43,"203","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",95,3,43,"256","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",96,3,47,"282","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",97,3,47,"448","e","true",0,5
"67eb09d69af29d8b61649c0d",1,"Test",98,3,52,"341","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",99,3,52,"433","w","true",1,5
"67eb09d69af29d8b61649c0d",1,"Test",100,3,47,"412","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",101,3,47,"529","w","false",0,6
"67eb09d69af29d8b61649c0d",1,"Test",102,3,52,"672","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",103,3,52,"879","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",104,3,47,"430","e","false",1,6
"67eb09d69af29d8b61649c0d",1,"Test",105,3,47,"292","w","false",0,6
"67eb09d69af29d8b61649c0d",1,"Test",106,3,52,"300","e","true",0,6
"67eb09d69af29d8b61649c0d",1,"Test",107,3,57,"161","w","true",1,6
"67eb09d69af29d8b61649c0d",1,"Test",108,3,57,"221","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",109,3,63,"221","w","false",0,5
"67eb09d69af29d8b61649c0d",1,"Test",110,3,70,"360","w","true",1,6
